	Node	Authority	Hubness	Ranks
0	1	0.19090909090909092	0.19101123595505617	0.17545159217677955
1	2	0.3090909090909091	0.3089887640449438	0.324583496174211
2	3	0.3090909090909091	0.3089887640449438	0.32458018227439583
3	4	0.19090909090909092	0.19101123595505617	0.17544657746661824
