	Node	Authority	Hubness	Ranks
0	1	0.13966516966951928	0.2753625581941869	0.2807330216016155
1	2	0.17785172171544955	0.047822875491398104	0.1589943800820306
2	3	0.20078278693118237	0.10872124237595827	0.13906988419023297
3	4	0.14017953118836457	0.1985900207224925	0.10835712644977703
4	5	0.20134125930711969	0.1837975468615777	0.18442250190192988
5	6	0.05614733604771782	0.11676431592289224	0.06061835308273153
6	7	0.08403219514064675	0.06894144043149414	0.06915318510084606
